Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,Month,Dates
93 F,77 F,59 %,WNW,7 mph,0 mph,29.56 in,0.0 in,Partly Cloudy,07,2020-07-30
86 F,79 F,79 %,S,8 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,07,2020-07-30
95 F,79 F,59 %,WNW,5 mph,0 mph,29.56 in,0.0 in,Partly Cloudy,07,2020-07-30
97 F,79 F,56 %,NW,5 mph,0 mph,29.56 in,0.0 in,Partly Cloudy,07,2020-07-30
93 F,77 F,59 %,NW,6 mph,0 mph,29.56 in,0.0 in,Partly Cloudy,07,2020-07-30
91 F,79 F,66 %,E,7 mph,0 mph,29.56 in,0.0 in,Partly Cloudy,07,2020-07-30
90 F,79 F,70 %,ESE,8 mph,0 mph,29.56 in,0.0 in,Partly Cloudy,07,2020-07-30
90 F,79 F,70 %,ESE,9 mph,0 mph,29.56 in,0.0 in,Partly Cloudy,07,2020-07-30
88 F,79 F,75 %,ESE,7 mph,0 mph,29.56 in,0.0 in,Partly Cloudy,07,2020-07-30
86 F,79 F,79 %,SE,9 mph,0 mph,29.56 in,0.0 in,Thunder,07,2020-07-30
86 F,79 F,79 %,SSE,12 mph,0 mph,29.59 in,0.0 in,Thunder,07,2020-07-30
86 F,79 F,79 %,S,7 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-30
86 F,79 F,79 %,S,8 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-30
86 F,79 F,79 %,S,6 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-30
88 F,77 F,70 %,SE,12 mph,0 mph,29.56 in,0.0 in,Partly Cloudy,07,2020-07-30
86 F,79 F,79 %,SSW,5 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,07,2020-07-30
86 F,79 F,79 %,S,6 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,07,2020-07-30
86 F,79 F,79 %,SSW,8 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,07,2020-07-30
84 F,79 F,84 %,SW,7 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,07,2020-07-30
84 F,79 F,84 %,SW,7 mph,0 mph,29.65 in,0.0 in,Light Drizzle,07,2020-07-30
86 F,79 F,79 %,S,7 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-30
91 F,82 F,75 %,SSE,10 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,07,2020-07-31
90 F,77 F,66 %,WSW,9 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,07,2020-07-31
91 F,77 F,63 %,WSW,10 mph,0 mph,29.59 in,0.0 in,Partly Cloudy,07,2020-07-31
93 F,77 F,59 %,WSW,10 mph,0 mph,29.59 in,0.0 in,Partly Cloudy,07,2020-07-31
93 F,77 F,59 %,WSW,10 mph,0 mph,29.59 in,0.0 in,Partly Cloudy,07,2020-07-31
93 F,77 F,59 %,W,8 mph,0 mph,29.56 in,0.0 in,Partly Cloudy,07,2020-07-31
93 F,77 F,59 %,W,7 mph,0 mph,29.56 in,0.0 in,Partly Cloudy,07,2020-07-31
93 F,77 F,59 %,WNW,6 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,07,2020-07-31
90 F,77 F,66 %,S,12 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,07,2020-07-31
95 F,77 F,56 %,WNW,3 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,07,2020-07-31
93 F,81 F,67 %,S,5 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,07,2020-07-31
90 F,79 F,70 %,SSE,10 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,07,2020-07-31
90 F,81 F,75 %,SSE,10 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,07,2020-07-31
90 F,81 F,75 %,SE,10 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,07,2020-07-31
91 F,79 F,66 %,SSE,8 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,07,2020-07-31
88 F,77 F,70 %,SW,10 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,07,2020-07-31
95 F,77 F,56 %,NNW,5 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,07,2020-07-31
88 F,77 F,70 %,SW,10 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,07,2020-07-31
82 F,77 F,84 %,SSW,5 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-31
88 F,77 F,70 %,SW,10 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-31
84 F,77 F,79 %,SW,8 mph,0 mph,29.59 in,0.0 in,Light Drizzle,07,2020-07-31
84 F,79 F,84 %,SSW,6 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-31
84 F,79 F,84 %,SSW,7 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-31
84 F,79 F,84 %,SW,5 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-31
84 F,79 F,84 %,SW,6 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-31
82 F,77 F,84 %,SW,7 mph,0 mph,29.59 in,0.0 in,Light Drizzle,07,2020-07-31
82 F,77 F,84 %,S,3 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-31
88 F,77 F,70 %,SW,10 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-31
82 F,77 F,84 %,S,5 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-31
82 F,77 F,84 %,SSW,5 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-31
82 F,77 F,84 %,SSW,3 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,07,2020-07-31
82 F,77 F,84 %,SW,3 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,07,2020-07-31
84 F,77 F,79 %,SW,3 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,07,2020-07-31
84 F,77 F,79 %,SW,7 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,07,2020-07-31
84 F,77 F,79 %,SW,8 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-31
86 F,77 F,74 %,SSW,9 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,07,2020-07-31
88 F,79 F,75 %,S,7 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,07,2020-07-31
88 F,81 F,79 %,S,12 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,07,2020-07-31
86 F,81 F,84 %,S,12 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,07,2020-07-31
86 F,81 F,84 %,SSE,9 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,07,2020-07-31
84 F,79 F,84 %,SSW,6 mph,0 mph,29.59 in,0.0 in,Light Drizzle,07,2020-07-31
86 F,79 F,79 %,SSW,8 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-31
86 F,81 F,84 %,SSW,9 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-31
84 F,77 F,79 %,SW,8 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-31
86 F,81 F,84 %,S,8 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,07,2020-07-31
86 F,81 F,84 %,S,8 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-31
86 F,81 F,84 %,S,10 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,07,2020-07-31
86 F,81 F,84 %,S,9 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,07,2020-07-31
88 F,75 F,66 %,W,7 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,08,2020-08-01
90 F,75 F,62 %,WSW,7 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,08,2020-08-01
90 F,75 F,62 %,W,9 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,08,2020-08-01
90 F,75 F,62 %,W,9 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,08,2020-08-01
90 F,75 F,62 %,W,8 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,08,2020-08-01
91 F,75 F,59 %,W,9 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,08,2020-08-01
91 F,75 F,59 %,SW,8 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,08,2020-08-01
91 F,75 F,59 %,WSW,8 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,08,2020-08-01
91 F,75 F,59 %,WSW,8 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,08,2020-08-01
91 F,77 F,63 %,SSW,8 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,08,2020-08-01
88 F,79 F,75 %,S,13 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,08,2020-08-01
86 F,79 F,79 %,S,14 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,08,2020-08-01
86 F,77 F,74 %,S,12 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,08,2020-08-01
86 F,77 F,74 %,S,14 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,08,2020-08-01
86 F,79 F,79 %,SSE,7 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,08,2020-08-01
84 F,79 F,84 %,S,9 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,08,2020-08-01
84 F,79 F,84 %,S,9 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,08,2020-08-01
84 F,77 F,79 %,SSW,8 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,08,2020-08-01
82 F,75 F,79 %,W,16 mph,0 mph,29.68 in,0.0 in,Mostly Cloudy,08,2020-08-01
81 F,73 F,79 %,NW,9 mph,0 mph,29.68 in,0.0 in,Thunder,08,2020-08-01
81 F,73 F,79 %,WNW,8 mph,0 mph,29.68 in,0.0 in,Thunder,08,2020-08-01
81 F,73 F,79 %,WSW,8 mph,0 mph,29.68 in,0.0 in,Mostly Cloudy,08,2020-08-01
90 F,79 F,70 %,S,9 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,08,2020-08-01
88 F,75 F,66 %,W,8 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,08,2020-08-01
88 F,75 F,66 %,WSW,5 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,08,2020-08-01
88 F,75 F,66 %,W,5 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,08,2020-08-01
84 F,79 F,84 %,S,7 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,08,2020-08-01
84 F,79 F,84 %,SSW,7 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,08,2020-08-01
84 F,79 F,84 %,WSW,8 mph,0 mph,29.59 in,0.0 in,Fog,08,2020-08-01
81 F,75 F,84 %,WNW,9 mph,21 mph,29.62 in,0.0 in,Light Rain with Thunder,08,2020-08-01
79 F,75 F,89 %,WNW,12 mph,23 mph,29.62 in,0.0 in,Light Rain with Thunder,08,2020-08-01
79 F,75 F,89 %,NNW,9 mph,0 mph,29.59 in,0.0 in,Fog,08,2020-08-01
81 F,75 F,84 %,CALM,0 mph,0 mph,29.56 in,0.0 in,Fog,08,2020-08-01
81 F,75 F,84 %,VAR,2 mph,0 mph,29.56 in,0.0 in,Fog,08,2020-08-01
81 F,77 F,89 %,WNW,6 mph,0 mph,29.56 in,0.0 in,Fog,08,2020-08-01
81 F,77 F,89 %,W,3 mph,0 mph,29.59 in,0.0 in,Fog,08,2020-08-01
88 F,75 F,66 %,WSW,7 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,08,2020-08-01
81 F,77 F,89 %,WNW,3 mph,0 mph,29.59 in,0.0 in,Fog,08,2020-08-01
81 F,77 F,89 %,VAR,2 mph,0 mph,29.59 in,0.0 in,Fog,08,2020-08-01
81 F,77 F,89 %,VAR,2 mph,0 mph,29.62 in,0.0 in,Fog,08,2020-08-01
82 F,77 F,84 %,VAR,2 mph,0 mph,29.62 in,0.0 in,Fog,08,2020-08-01
82 F,77 F,84 %,VAR,2 mph,0 mph,29.62 in,0.0 in,Fog,08,2020-08-01
84 F,77 F,79 %,NNW,3 mph,0 mph,29.62 in,0.0 in,Fog,08,2020-08-01
84 F,77 F,79 %,VAR,2 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,08,2020-08-01
84 F,77 F,79 %,CALM,0 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,08,2020-08-01
84 F,77 F,79 %,VAR,2 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,08,2020-08-01
86 F,77 F,74 %,SW,5 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,08,2020-08-01
81 F,77 F,89 %,WSW,3 mph,0 mph,29.59 in,0.0 in,Fog,08,2020-08-01
81 F,75 F,84 %,WSW,7 mph,0 mph,29.62 in,0.0 in,Cloudy,08,2020-08-02
81 F,75 F,84 %,WSW,8 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,08,2020-08-02
81 F,75 F,84 %,WSW,5 mph,0 mph,29.59 in,0.0 in,Cloudy,08,2020-08-02
81 F,73 F,79 %,WSW,8 mph,0 mph,29.68 in,0.0 in,Mostly Cloudy,08,2020-08-02
93 F,73 F,52 %,W,8 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,08,2020-08-02
93 F,73 F,52 %,W,12 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,08,2020-08-02
93 F,73 F,52 %,W,10 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,08,2020-08-02
93 F,73 F,52 %,W,7 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,08,2020-08-02
93 F,73 F,52 %,SW,9 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,08,2020-08-02
93 F,72 F,49 %,WSW,7 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,08,2020-08-02
93 F,73 F,52 %,SW,10 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,08,2020-08-02
84 F,73 F,70 %,NW,12 mph,23 mph,29.53 in,0.0 in,Fog,08,2020-08-02
93 F,73 F,52 %,WNW,9 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,08,2020-08-02
84 F,73 F,70 %,W,3 mph,0 mph,29.53 in,0.0 in,Haze,08,2020-08-02
82 F,77 F,84 %,CALM,0 mph,0 mph,29.56 in,0.0 in,Light Rain,08,2020-08-02
82 F,77 F,84 %,CALM,0 mph,0 mph,29.59 in,0.0 in,Light Rain,08,2020-08-02
82 F,77 F,84 %,CALM,0 mph,0 mph,29.59 in,0.0 in,Light Drizzle,08,2020-08-02
82 F,79 F,89 %,VAR,2 mph,0 mph,29.62 in,0.0 in,Fog,08,2020-08-02
79 F,75 F,89 %,W,25 mph,37 mph,29.65 in,0.0 in,T-Storm / Windy,08,2020-08-02
77 F,75 F,94 %,W,8 mph,0 mph,29.65 in,0.0 in,T-Storm,08,2020-08-02
77 F,75 F,94 %,SW,7 mph,0 mph,29.62 in,0.0 in,Light Rain with Thunder,08,2020-08-02
79 F,75 F,89 %,SW,12 mph,0 mph,29.65 in,0.0 in,Light Rain with Thunder,08,2020-08-02
82 F,75 F,79 %,W,3 mph,0 mph,29.56 in,0.0 in,Light Rain,08,2020-08-02
93 F,72 F,49 %,WNW,8 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,08,2020-08-02
93 F,72 F,49 %,W,12 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,08,2020-08-02
91 F,73 F,55 %,W,9 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,08,2020-08-02
81 F,75 F,84 %,SW,5 mph,0 mph,29.59 in,0.0 in,Light Drizzle,08,2020-08-02
81 F,75 F,84 %,WSW,6 mph,0 mph,29.59 in,0.0 in,Cloudy,08,2020-08-02
81 F,75 F,84 %,WSW,6 mph,0 mph,29.59 in,0.0 in,Cloudy,08,2020-08-02
81 F,75 F,84 %,WSW,5 mph,0 mph,29.59 in,0.0 in,Cloudy,08,2020-08-02
81 F,75 F,84 %,WSW,5 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,08,2020-08-02
79 F,75 F,89 %,WSW,3 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,08,2020-08-02
79 F,75 F,89 %,WSW,3 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,08,2020-08-02
79 F,75 F,89 %,WSW,3 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,08,2020-08-02
81 F,77 F,89 %,SW,3 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,08,2020-08-02
81 F,77 F,89 %,SW,6 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,08,2020-08-02
82 F,77 F,84 %,SW,7 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,08,2020-08-02
84 F,77 F,79 %,WSW,7 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,08,2020-08-02
86 F,77 F,74 %,WSW,9 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,08,2020-08-02
88 F,75 F,66 %,WSW,12 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,08,2020-08-02
88 F,73 F,62 %,WSW,12 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,08,2020-08-02
90 F,75 F,62 %,WSW,12 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,08,2020-08-02
90 F,73 F,59 %,WSW,12 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,08,2020-08-02
91 F,73 F,55 %,WSW,12 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,08,2020-08-02
91 F,73 F,55 %,WSW,9 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,08,2020-08-02
79 F,75 F,89 %,WSW,10 mph,0 mph,29.65 in,0.0 in,Light Rain with Thunder,08,2020-08-02
81 F,75 F,84 %,WSW,7 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,08,2020-08-02
81 F,73 F,79 %,WSW,8 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,08,2020-08-02
79 F,73 F,83 %,WNW,9 mph,0 mph,29.59 in,0.0 in,Light Drizzle,08,2020-08-03
86 F,77 F,74 %,SW,9 mph,0 mph,29.53 in,0.0 in,Light Drizzle,08,2020-08-03
86 F,77 F,74 %,SW,9 mph,0 mph,29.53 in,0.0 in,Light Drizzle,08,2020-08-03
86 F,77 F,74 %,SW,7 mph,0 mph,29.53 in,0.0 in,Light Drizzle,08,2020-08-03
86 F,77 F,74 %,SSW,6 mph,0 mph,29.53 in,0.0 in,Light Drizzle,08,2020-08-03
86 F,75 F,70 %,SSW,6 mph,0 mph,29.53 in,0.0 in,Light Drizzle,08,2020-08-03
86 F,77 F,74 %,S,6 mph,0 mph,29.50 in,0.0 in,Drizzle,08,2020-08-03
86 F,77 F,74 %,SSW,6 mph,0 mph,29.50 in,0.0 in,Light Drizzle,08,2020-08-03
86 F,77 F,74 %,S,6 mph,0 mph,29.50 in,0.0 in,Drizzle,08,2020-08-03
86 F,77 F,74 %,S,6 mph,0 mph,29.53 in,0.0 in,Light Drizzle,08,2020-08-03
86 F,75 F,70 %,SW,7 mph,0 mph,29.56 in,0.0 in,Drizzle,08,2020-08-03
86 F,77 F,74 %,S,6 mph,0 mph,29.53 in,0.0 in,Light Drizzle,08,2020-08-03
84 F,77 F,79 %,S,7 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,08,2020-08-03
84 F,77 F,79 %,SSW,7 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,08,2020-08-03
84 F,77 F,79 %,SSW,6 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,08,2020-08-03
84 F,77 F,79 %,SSW,7 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,08,2020-08-03
84 F,77 F,79 %,SW,8 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,08,2020-08-03
86 F,75 F,70 %,SW,8 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,08,2020-08-03
86 F,75 F,70 %,SW,8 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,08,2020-08-03
86 F,75 F,70 %,SW,8 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,08,2020-08-03
86 F,75 F,70 %,SW,8 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,08,2020-08-03
84 F,77 F,79 %,S,6 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,08,2020-08-03
88 F,77 F,70 %,WSW,9 mph,0 mph,29.56 in,0.0 in,Drizzle,08,2020-08-03
86 F,77 F,74 %,WSW,9 mph,0 mph,29.59 in,0.0 in,Drizzle,08,2020-08-03
88 F,73 F,62 %,W,8 mph,0 mph,29.59 in,0.0 in,Cloudy,08,2020-08-03
79 F,75 F,89 %,W,6 mph,0 mph,29.59 in,0.0 in,Light Drizzle,08,2020-08-03
79 F,75 F,89 %,WNW,13 mph,0 mph,29.59 in,0.0 in,Light Rain,08,2020-08-03
79 F,75 F,89 %,WNW,12 mph,23 mph,29.65 in,0.0 in,Light Rain with Thunder,08,2020-08-03
77 F,75 F,94 %,W,6 mph,0 mph,29.59 in,0.0 in,Light Drizzle,08,2020-08-03
77 F,75 F,94 %,SW,7 mph,0 mph,29.59 in,0.0 in,Light Drizzle,08,2020-08-03
77 F,75 F,94 %,SW,7 mph,0 mph,29.59 in,0.0 in,Light Drizzle,08,2020-08-03
77 F,75 F,94 %,SW,6 mph,0 mph,29.59 in,0.0 in,Light Drizzle,08,2020-08-03
77 F,75 F,94 %,SW,6 mph,0 mph,29.59 in,0.0 in,Fog,08,2020-08-03
77 F,75 F,94 %,SW,6 mph,0 mph,29.59 in,0.0 in,Fog,08,2020-08-03
77 F,75 F,94 %,SW,6 mph,0 mph,29.56 in,0.0 in,Cloudy,08,2020-08-03
79 F,75 F,89 %,SW,6 mph,0 mph,29.56 in,0.0 in,Cloudy,08,2020-08-03
79 F,75 F,89 %,SW,6 mph,0 mph,29.56 in,0.0 in,Cloudy,08,2020-08-03
79 F,75 F,89 %,SW,8 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,08,2020-08-03
81 F,75 F,84 %,WSW,9 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,08,2020-08-03
81 F,73 F,79 %,SW,9 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,08,2020-08-03
82 F,75 F,79 %,WSW,10 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,08,2020-08-03
82 F,75 F,79 %,SW,8 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,08,2020-08-03
84 F,75 F,74 %,WSW,8 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,08,2020-08-03
86 F,75 F,70 %,WSW,10 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,08,2020-08-03
86 F,73 F,66 %,WSW,9 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,08,2020-08-03
88 F,75 F,66 %,W,10 mph,0 mph,29.59 in,0.0 in,Cloudy,08,2020-08-03
77 F,73 F,89 %,WNW,8 mph,0 mph,29.59 in,0.0 in,Light Drizzle,08,2020-08-03
77 F,73 F,89 %,WNW,8 mph,0 mph,29.59 in,0.0 in,Light Drizzle,08,2020-08-03
90 F,75 F,62 %,WSW,13 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,08,2020-08-04
86 F,75 F,70 %,SW,8 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,08,2020-08-04
86 F,75 F,70 %,SSW,8 mph,0 mph,29.56 in,0.0 in,Cloudy,08,2020-08-04
86 F,75 F,70 %,SSW,8 mph,0 mph,29.56 in,0.0 in,Cloudy,08,2020-08-04
84 F,73 F,70 %,SW,7 mph,0 mph,29.56 in,0.0 in,Cloudy,08,2020-08-04
84 F,73 F,70 %,SW,8 mph,0 mph,29.56 in,0.0 in,Cloudy,08,2020-08-04
84 F,73 F,70 %,SW,8 mph,0 mph,29.53 in,0.0 in,Cloudy,08,2020-08-04
84 F,73 F,70 %,SW,8 mph,0 mph,29.53 in,0.0 in,Cloudy,08,2020-08-04
82 F,73 F,74 %,SW,7 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,08,2020-08-04
82 F,75 F,79 %,SW,7 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,08,2020-08-04
82 F,75 F,79 %,WSW,5 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,08,2020-08-04
82 F,75 F,79 %,SW,6 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,08,2020-08-04
82 F,75 F,79 %,WSW,5 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,08,2020-08-04
84 F,75 F,74 %,WSW,3 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,08,2020-08-04
84 F,75 F,74 %,WSW,6 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,08,2020-08-04
82 F,75 F,79 %,WSW,7 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,08,2020-08-04
82 F,75 F,79 %,WSW,6 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,08,2020-08-04
84 F,75 F,74 %,WSW,5 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,08,2020-08-04
84 F,75 F,74 %,WSW,7 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,08,2020-08-04
84 F,75 F,74 %,SW,8 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,08,2020-08-04
86 F,75 F,70 %,SW,8 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,08,2020-08-04
86 F,77 F,74 %,SSW,8 mph,0 mph,29.56 in,0.0 in,Cloudy,08,2020-08-04
86 F,75 F,70 %,SSW,7 mph,0 mph,29.53 in,0.0 in,Cloudy,08,2020-08-04
88 F,75 F,66 %,SW,10 mph,0 mph,29.53 in,0.0 in,Cloudy,08,2020-08-04
90 F,70 F,52 %,WSW,13 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,08,2020-08-04
84 F,72 F,66 %,WSW,8 mph,0 mph,29.50 in,0.0 in,Haze,08,2020-08-04
84 F,72 F,66 %,WSW,8 mph,0 mph,29.53 in,0.0 in,Light Drizzle,08,2020-08-04
86 F,72 F,62 %,WSW,10 mph,0 mph,29.53 in,0.0 in,Light Drizzle,08,2020-08-04
86 F,72 F,62 %,WSW,9 mph,0 mph,29.53 in,0.0 in,Haze,08,2020-08-04
86 F,73 F,66 %,WSW,7 mph,0 mph,29.50 in,0.0 in,Light Drizzle,08,2020-08-04
86 F,72 F,62 %,WSW,8 mph,0 mph,29.50 in,0.0 in,Light Drizzle,08,2020-08-04
86 F,72 F,62 %,SW,12 mph,0 mph,29.50 in,0.0 in,Haze,08,2020-08-04
88 F,72 F,58 %,WSW,12 mph,0 mph,29.47 in,0.0 in,Light Drizzle,08,2020-08-04
88 F,72 F,58 %,WSW,12 mph,0 mph,29.47 in,0.0 in,Light Drizzle,08,2020-08-04
86 F,75 F,70 %,SW,8 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,08,2020-08-04
90 F,72 F,55 %,WSW,14 mph,0 mph,29.47 in,0.0 in,Mostly Cloudy,08,2020-08-04
90 F,72 F,55 %,SW,9 mph,0 mph,29.47 in,0.0 in,Mostly Cloudy,08,2020-08-04
90 F,72 F,55 %,WSW,7 mph,0 mph,29.47 in,0.0 in,Mostly Cloudy,08,2020-08-04
90 F,72 F,55 %,SW,9 mph,0 mph,29.47 in,0.0 in,Mostly Cloudy,08,2020-08-04
90 F,72 F,55 %,SW,9 mph,0 mph,29.47 in,0.0 in,Mostly Cloudy,08,2020-08-04
